symbol,datetime_utc,funding_rate,mark_price,open_interest,open_interest_value
XRPUSDT,2026-03-19 08:00:00,8.54e-05,1.46087644,,
XRPUSDT,2026-03-19 16:00:00,0.0001,1.4311,,
XRPUSDT,2026-03-20 00:00:00,-4.789e-05,1.4469,,
XRPUSDT,2026-03-20 08:00:00,-3.629e-05,1.4538,,
XRPUSDT,2026-03-20 16:00:00,-3.11e-05,1.4367193,,
XRPUSDT,2026-03-21 00:00:00,2.181e-05,1.4445,,
XRPUSDT,2026-03-21 08:00:00,4.19e-06,1.4433,,
XRPUSDT,2026-03-21 16:00:00,-4.751e-05,1.43733676,,
XRPUSDT,2026-03-22 00:00:00,-9.004e-05,1.40808564,,
XRPUSDT,2026-03-22 08:00:00,-3.671e-05,1.4027,,
XRPUSDT,2026-03-22 16:00:00,-4.342e-05,1.392,,
XRPUSDT,2026-03-23 00:00:00,3.651e-05,1.3841,,
XRPUSDT,2026-03-23 08:00:00,5.738e-05,1.3719,,
XRPUSDT,2026-03-23 16:00:00,-4.575e-05,1.43085224,,
XRPUSDT,2026-03-24 00:00:00,6.649e-05,1.4316,,
XRPUSDT,2026-03-24 08:00:00,1.359e-05,1.4306979,,
XRPUSDT,2026-03-24 16:00:00,-9.75e-05,1.4001506,,
XRPUSDT,2026-03-25 00:00:00,-9.143e-05,1.41502791,,
XRPUSDT,2026-03-25 08:00:00,3.239e-05,1.4193,228749680.0,324664420.824
XRPUSDT,2026-03-25 16:00:00,-2.97e-05,1.4066,226589853.8,318732291.55838054
XRPUSDT,2026-03-26 00:00:00,-5.926e-05,1.41382861,228417976.6,322943870.35539055
XRPUSDT,2026-03-26 08:00:00,-0.0001033,1.3849,235943929.4,326758747.82606
XRPUSDT,2026-03-26 16:00:00,-0.00014672,1.3598,254182010.6,345662116.21494
XRPUSDT,2026-03-27 00:00:00,-0.00017883,1.36008873,276139237.3,375560618.1633124
XRPUSDT,2026-03-27 08:00:00,-5.512e-05,1.35828487,268432927.5,364595899.21759886
XRPUSDT,2026-03-27 16:00:00,-2.744e-05,1.33473951,251196626.1,335283435.679912
